LotArea,OverallQual,YearBuilt,GrLivArea,TotBath,BedroomAbvGr,Fireplace,SalePrice
4538,9,2001,1310,2.5,1,Yes,285000
4385,9,2001,1419,2.5,2,Yes,290000
4109,9,1999,1557,3,2,Yes,305000
5119,9,1999,1709,3,2,Yes,328900
2160,7,1999,1252,3.5,2,No,160000
2160,7,1999,1404,3.5,3,No,170000
10646,7,2001,1789,3.5,3,Yes,223000
2645,8,1999,1586,3.5,3,No,170000
2645,8,1999,1607,3.5,3,No,200000
3951,10,1998,2393,3.5,2,Yes,345000
14963,8,1996,1288,2.5,1,Yes,245500
11064,8,1995,1239,2.5,1,Yes,217500
10846,8,1993,1719,3.5,1,Yes,324000
11120,6,1984,1232,2,3,No,162500
24572,9,1977,2944,3,3,Yes,150000
16280,8,1976,1671,4,3,Yes,290000
7500,7,2002,1812,2.5,3,Yes,205000
10400,7,1970,1682,2,3,Yes,174000
11104,6,1969,1427,2.5,4,No,183000
11050,6,1968,1740,1.5,4,Yes,150000
11040,6,1971,1258,2.5,3,No,145000
15387,7,1967,1620,2,4,Yes,215000
9750,5,1965,1625,2,4,No,140500
10800,6,1974,2614,2.5,4,Yes,240000
8814,5,1968,1464,1.5,4,No,141000
8872,5,1965,912,2,2,No,147000
8125,5,1965,925,2,3,No,135000
11072,5,1965,1728,2,6,No,145000
13101,5,1965,1728,2,6,No,142600
9246,5,1973,1656,2,4,No,135000
13355,7,1971,1670,1.5,4,No,170000
8963,8,1976,2715,4,4,Yes,299800
9120,6,1974,1876,2.5,4,Yes,185000
9130,6,1966,1632,2,4,No,173000
12122,7,1961,999,2,3,No,178400
9900,7,1968,1978,2.5,4,Yes,176000
7785,5,1956,1014,1,2,No,98000
8593,4,1957,907,1,3,No,109008
8475,4,1956,952,1,2,No,135750
8700,5,1963,1128,3,3,No,155000
10175,6,1964,1425,2,3,Yes,180500
9020,6,1966,1165,2.5,3,No,174900
9200,6,1965,1136,2,3,Yes,140000
8250,6,1964,1092,2,3,No,145000
9350,5,1965,1265,2.5,3,Yes,179900
9020,6,1964,1350,2.5,3,No,168500
9900,5,1961,1114,2,3,No,140000
10007,5,1959,1053,2.5,3,No,145500
10721,6,1959,1252,1,3,No,142000
12493,4,1960,1100,2,3,Yes,141000
11332,5,1960,1118,2,3,No,153000
6627,3,1949,720,1,2,No,72500
4130,3,1935,729,1,2,No,52000
7420,5,1939,1077,2,2,Yes,118000
4882,4,1937,906,1,2,No,87000
9600,5,1960,1496,2,3,No,141500
9600,6,1950,1252,1,3,No,119000
9600,5,1950,1337,2,3,Yes,141500
9600,6,1955,1661,2,3,Yes,165500
7584,5,1953,1036,1,3,No,112900
13700,7,1965,1820,2,4,Yes,201800
10197,6,1961,1362,2.5,3,Yes,163000
7875,5,1961,1144,2,3,No,139950
8400,6,1962,1537,2.5,3,Yes,174000
9150,6,1962,1431,1.5,3,Yes,165000
14670,6,1966,1988,2.5,4,Yes,227000
7390,5,1955,1098,2,3,No,135000
9204,5,1963,1144,2.5,3,No,124000
7763,5,1962,1283,2,3,No,140000
8856,5,1957,1176,2,3,Yes,136500
9840,5,1959,1440,3,2,No,185000
9120,6,1958,1261,2,3,Yes,163000
13200,6,1958,1570,2,3,Yes,166800
9000,6,1956,1196,2,2,Yes,139000
11900,6,1957,1392,2.5,3,Yes,166000
9464,6,1958,1080,1,3,No,136000
10425,5,1956,1104,2,3,No,133000
11556,5,1952,882,2,2,No,116000
9373,5,1953,1152,1.5,3,No,137500
12774,5,1953,950,1,2,No,130000
14250,6,1957,1790,2,3,Yes,180000
7350,5,1951,952,2,2,No,139000
7677,5,1953,773,1,2,No,110000
8838,5,1957,1764,2.5,4,Yes,100000
8480,5,1947,1216,1,2,No,118500
12436,5,1957,1824,2,5,No,146000
10122,4,1948,869,1,1,No,89900
7506,5,1925,1159,1,3,No,114000
10930,5,1945,1558,2.5,3,Yes,140000
5400,4,1940,672,1,2,No,86900
10836,5,1922,1436,1.5,3,Yes,139000
10800,4,1900,1294,2,3,No,106250
9247,6,1962,1716,1.5,4,Yes,171000
10180,5,1968,1044,2,3,Yes,139000
11355,7,1958,1312,1.5,3,Yes,186000
10920,6,1960,1253,2.5,2,Yes,157000
12929,6,1960,1081,2,3,No,148000
27650,7,1960,2069,3,4,Yes,242000
8892,5,1953,910,1,3,No,116000
7200,5,1951,876,1,2,Yes,94000
7200,5,1950,1048,1,3,No,98300
7910,5,1960,1507,2,4,No,127000
8000,5,1959,1256,2.5,3,No,159000
8000,5,1962,1027,1.5,3,No,125900
7931,5,1960,1269,1.5,3,Yes,155000
8064,6,1948,1320,2,3,No,138000
6390,6,1954,984,2,2,No,112500
7227,6,1954,832,1,2,No,105500
7200,6,1954,1278,1,4,No,127500
8513,5,1961,1800,2,6,No,130000
7200,5,1955,1588,1.5,3,No,150000
7200,5,1954,825,1.5,2,No,109500
7056,6,1963,1796,2.5,4,Yes,140000
9760,6,1964,1611,2.5,4,No,167900
7590,5,1963,1117,1,3,No,136870
9836,6,2008,1133,2,3,No,143000
5232,5,1925,764,1,2,No,73000
10440,5,1904,1539,2,3,Yes,157500
9184,5,1948,1323,1,3,No,122600
4800,5,1910,1360,1,2,No,111000
10440,6,1920,2792,2,5,Yes,256000
4800,5,1940,672,1,2,No,64000
6000,6,1915,1456,1.5,4,No,139500
11426,4,1910,1594,2,3,No,118000
11426,7,2003,2082,2.5,3,No,200000
7628,4,1940,1656,2,2,No,119164
7308,5,1920,1740,1,2,Yes,122250
5400,7,1920,1027,1.5,2,Yes,120000
10800,6,1940,1436,2,3,Yes,155000
6756,5,1910,899,1,2,No,78000
5914,5,1890,1080,1,3,No,95000
6000,5,1948,789,1,2,No,115000
12000,5,1948,1122,2,2,No,147000
9000,5,1946,1499,1,3,Yes,140000
7311,2,1946,407,1,1,No,46500
6000,5,1957,928,1,3,No,112500
6000,4,1954,901,1,2,No,107900
12205,3,1949,1588,2,5,No,65000
18386,7,1880,3493,3,3,Yes,295000
9142,5,1900,1627,2,4,No,139500
12665,5,1915,1416,1.5,4,Yes,153900
5350,7,1920,1450,1,3,No,132000
4571,5,1916,1344,1,4,No,98000
9143,5,1900,1017,1,2,No,114000
9600,5,1920,2350,2,4,No,130000
9600,6,1917,2058,1.5,3,Yes,129500
6000,5,1905,1540,1.5,3,No,129400
9600,7,1928,1378,2,3,Yes,161000
10800,6,1905,1912,2,3,Yes,163000
6300,6,1914,1484,2,3,Yes,128000
5250,8,1872,2358,2,4,No,122000
5700,7,1926,1111,1,2,Yes,116900
13500,10,1893,2775,3.5,3,Yes,325000
11340,2,1920,1086,1,2,No,55000
10800,7,1890,2495,2,5,Yes,184000
9750,5,1959,984,2,2,No,110000
12150,5,1954,1795,2,4,No,131500
12702,5,1956,882,1,2,No,97000
8516,4,1958,1093,1,2,No,115500
7111,5,1928,1143,1,2,Yes,138000
7425,7,1945,1668,1.5,3,No,108000
9100,5,1930,935,1,2,No,79500
7010,5,1935,1738,2,3,Yes,153000
6130,5,1924,784,2,2,No,109500
5000,5,1941,1210,1,3,No,124000
5870,6,1900,1290,1.5,3,No,106900
6000,6,1940,1672,1.5,3,Yes,164900
6000,5,1924,949,1,2,Yes,119000
6000,6,1929,1158,1,3,Yes,120000
6000,6,1937,1497,2,3,No,157000
6000,6,1939,1342,2,2,Yes,105000
5000,6,1926,1013,1,3,No,113000
5520,5,1920,1216,2,3,Yes,115000
5940,4,1946,896,1,2,No,79000
6240,4,1929,1136,1.5,2,No,123000
6120,5,1945,808,1,1,No,81300
6240,5,1930,1573,2,3,Yes,162900
6240,7,1939,2009,2,4,Yes,150000
6120,5,1923,1902,2,4,No,123500
6120,7,1931,1774,2,2,Yes,129900
6155,6,1920,1362,2,3,No,128000
6324,4,1927,520,1,1,No,68500
8635,5,1948,1285,2,2,No,127000
13053,6,1923,1848,1.5,4,Yes,207000
9120,7,1925,1820,3,4,No,184000
9144,6,1915,1716,2,4,No,162500
9144,5,1940,1505,2,3,No,145000
10267,6,1918,838,2,2,No,130000
8094,6,1910,1984,2,5,No,160000
5100,8,1925,1666,1,3,Yes,161000
4347,6,1910,1609,1,3,No,127500
6291,6,1930,768,1,1,No,93850
10266,6,1952,1536,1.5,4,No,136000
6876,6,1938,1969,2,4,Yes,141000
10320,5,1915,1308,2,2,No,120000
7200,6,1925,1040,1,2,No,127500
7006,6,1925,1236,3,3,Yes,127000
7920,6,1920,1406,1,3,No,89500
8235,5,1955,825,2,2,No,125000
5586,6,1920,1198,1,4,No,79900
10320,5,1912,759,1,1,No,85000
10320,3,1915,1344,2,3,No,82375
10320,6,1906,1469,1,3,No,135000
9488,5,1947,1054,1,3,No,124000
8250,5,1968,1211,1,3,Yes,134000
21286,5,1948,1271,2,4,Yes,135000
17120,4,1959,1588,2,4,Yes,134432
10106,5,1940,1355,3,4,No,127500
11235,5,1963,1075,2,3,No,148000
11200,5,1965,1040,2,3,No,129500
13014,6,1978,1096,2,3,Yes,157500
7162,5,1966,904,1,3,No,109900
10265,5,1967,992,2,3,No,145000
9764,5,1967,894,2,3,No,130000
7703,6,1978,1034,1.5,3,Yes,153000
9981,5,1967,1073,1,3,No,120000
7400,5,1984,1126,2,2,No,152000
12900,4,1969,1258,3,0,No,108959
12900,5,1920,1140,2,3,No,95541
9000,5,1959,1006,1,3,No,80000
8544,5,1966,1228,1.5,3,No,149350
9239,5,1963,960,2,3,No,144900
14175,6,1956,1188,2,1,Yes,185000
13284,5,1954,1383,2,3,Yes,165000
13500,6,1960,1252,2,1,Yes,235000
13825,5,1958,1601,1.5,3,No,140000
10200,5,1940,672,1,2,No,108000
10532,5,1960,1721,3,3,Yes,145000
8375,5,1941,1350,2.5,2,No,152400
10200,5,1970,904,1,3,No,144000
2887,6,1996,1291,2,2,Yes,173000
10005,7,1977,2022,2.5,4,Yes,192000
20270,7,1979,1524,3,3,Yes,245000
39104,7,1954,1363,2,2,Yes,241500
53227,4,1954,1663,2,2,Yes,256000
11512,6,1959,1357,2,2,Yes,177000
5190,7,1948,1079,1,2,Yes,125600
10452,6,1953,1094,1,3,Yes,155000
45600,6,1908,2358,3,5,Yes,240000
19550,5,1940,1518,2,2,Yes,260000
21780,6,1918,1674,2,4,Yes,185000
13728,6,1935,2108,2,4,Yes,235000
9571,5,1956,1509,2,3,Yes,159900
9350,5,1975,864,2,2,No,99600
9360,6,1962,1269,1.5,3,No,134500
8405,5,1900,1367,2,4,No,119000
7000,5,1910,1347,2,3,No,107500
10880,5,1950,1164,2,3,No,125000
9600,6,1924,1096,1,2,No,79000
9084,5,1941,1111,1.5,3,No,95000
11839,7,1990,2329,3.5,4,Yes,262280
9771,6,1995,2814,3,4,Yes,260000
9938,7,1994,1626,3.5,3,Yes,226500
14171,7,1993,2200,2.5,4,Yes,225000
10541,7,1996,2037,2.5,3,Yes,229000
10616,7,2007,1356,2.5,3,Yes,177439
9345,8,2007,1615,2,3,Yes,248500
11778,9,2008,2276,3,3,Yes,475000
11778,9,2008,1766,3.5,3,Yes,395039
11228,7,1993,2097,3,3,Yes,228000
11454,8,1995,1511,3,3,Yes,225000
11500,6,1966,1643,3,2,Yes,195000
12798,6,1997,1688,3.5,4,No,200000
9750,5,1994,990,2,3,No,155000
9525,5,1995,1099,1.5,3,No,144000
9245,5,1994,990,1.5,3,No,145000
8696,7,1997,1418,3,3,Yes,226001
13142,6,1997,1771,3.5,3,No,215700
8998,7,2000,1652,2.5,3,No,207500
9179,7,1999,1790,3.5,3,No,193000
8924,7,1998,1724,2.5,3,No,188000
9382,7,1999,1479,2,3,No,191000
12803,7,2002,1494,3,3,Yes,221000
12435,7,2001,1792,2.5,3,Yes,231500
12192,7,2000,1823,3.5,3,No,235000
11250,7,2001,1786,3.5,3,Yes,223500
9200,5,1975,938,2,3,No,130250
8385,5,1977,985,2,3,No,149900
12250,5,1978,1174,2,3,No,158000
10970,6,1978,1026,2,3,No,147000
9216,5,1975,1076,1.5,3,Yes,143195
14330,5,1975,1558,3,2,No,163000
7990,5,1975,924,1,3,No,110000
7180,5,1972,864,1,3,No,127000
7200,5,1972,780,1,2,No,124900
9742,8,2002,1795,2,3,Yes,230000
9473,8,2002,2031,3.5,3,Yes,237000
10316,7,2000,1865,3.5,3,Yes,235000
10400,7,2001,2161,2.5,3,Yes,230500
9066,8,1999,1852,2.5,3,Yes,230000
11404,7,1998,2031,2.5,3,Yes,222500
9240,8,2001,2263,2.5,3,Yes,287000
9720,9,2001,1947,3.5,3,Yes,274000
14860,8,2002,1786,3,3,Yes,300000
11250,8,2002,2290,2.5,4,Yes,255900
8158,7,2003,1768,3.5,3,No,224900
10905,7,2003,2327,2.5,4,Yes,240000
7226,7,2003,1640,2.5,3,No,183000
11690,8,1999,1764,2.5,3,Yes,207000
8750,7,1994,1908,3.5,4,Yes,210000
4435,6,2003,848,2,1,No,136500
4426,6,2004,848,2,1,No,145000
13125,6,1997,1493,3,3,Yes,208900
10126,6,1997,1838,4,2,No,185000
9135,7,2002,1536,3,3,No,214000
8450,7,2003,1710,3.5,3,No,208500
9750,7,2004,1445,2,3,No,186500
8450,7,2004,1436,3,3,No,210000
8320,7,2004,1582,2.5,3,No,185900
11049,8,2007,1234,2,3,No,179900
11058,7,2007,1564,2,3,No,218836
9627,7,2007,1361,2,3,No,193000
8199,7,2005,1456,3.5,3,Yes,189000
4426,6,2004,848,2,1,Yes,149300
4426,6,2004,848,2,1,Yes,141000
4438,6,2004,848,2,1,Yes,149000
4438,6,2004,848,2,1,Yes,144500
8777,5,1910,796,1,2,No,85000
8777,5,1900,2200,5,4,No,145900
9825,5,1966,1092,1,3,No,123000
9937,5,1965,1256,2.5,3,No,147500
12102,5,1976,1033,1.5,3,No,165000
6500,6,1976,1127,2,3,Yes,135000
13907,5,1940,996,2,3,Yes,108000
10012,4,1972,1181,3,3,No,137500
6931,7,2003,1656,2.5,3,Yes,165400
9638,6,1977,1117,2,3,Yes,147000
7200,6,1976,1398,1.5,3,Yes,160500
7024,4,2005,1132,2.5,2,No,176000
47007,5,1959,3820,3.5,5,Yes,284700
63887,10,2008,5642,4.5,3,Yes,160000
3675,6,2005,1072,2,2,No,148000
6040,4,1955,1152,2,2,No,82000
6012,4,1955,1152,2,2,No,82000
12108,4,1955,1440,2,4,No,118000
6845,4,1955,1152,2,2,No,82500
6931,4,1955,784,2,2,No,91900
12180,5,1938,1053,1.5,2,No,120000
8050,5,1947,1137,1.5,4,No,96000
9520,4,1953,930,1,2,No,99000
11767,5,1946,1200,1,3,No,130500
8172,4,1954,1470,2,4,No,135000
16466,5,1955,1393,1.5,3,No,135500
7692,4,1954,1204,1,3,No,100000
5142,4,1923,1292,1.5,3,No,108000
5604,5,1925,864,2,2,No,98000
8248,3,1914,864,2,2,No,67000
5687,5,1912,1716,3,6,No,135900
12155,6,1925,1482,2,4,No,140000
8400,5,1939,2192,2.5,4,Yes,179500
8400,6,1925,1694,2,4,Yes,136500
7290,7,1921,1424,2,2,Yes,168000
8525,5,1911,1964,1.5,4,No,130000
9842,5,1921,2601,3.5,4,No,189000
7804,6,1930,1920,5,4,Yes,161900
8969,6,1926,1316,2,2,Yes,145000
11526,6,1922,2555,2,3,Yes,191000
15576,6,1915,1680,2,4,No,177000
15564,6,1914,1264,1,3,No,147500
6292,6,1930,790,1,2,No,91000
7609,8,1925,1512,3,3,Yes,231000
10480,6,1936,1639,1,3,No,115000
9650,6,1923,1603,1,4,Yes,138000
7200,7,1931,1502,1.5,3,Yes,149000
11988,6,1934,1660,1.5,3,Yes,188700
11700,5,1937,1938,2,4,Yes,198000
9260,5,1938,1374,1,3,No,110000
7801,6,1951,1091,1.5,2,Yes,104000
9670,8,1935,1873,1.5,4,Yes,257076
14100,8,1935,3447,3.5,4,Yes,381000
15660,7,1939,1954,2,3,Yes,311500
12392,7,1950,2161,3.5,3,Yes,263400
26073,5,1956,1898,2.5,3,Yes,236500
14778,6,1954,1640,2,3,Yes,224000
1879,6,1980,1032,1,2,Yes,116500
1950,6,1980,1556,3.5,3,Yes,151000
7000,6,1926,919,2,2,No,126000
6000,6,1940,1090,1,3,No,120000
3636,4,1922,796,1,2,No,55000
5890,6,1930,816,1,2,No,120500
6900,5,1940,778,1,2,Yes,120500
8155,5,1930,1200,1,4,No,119000
6000,5,1967,1656,1.5,3,Yes,126000
7392,5,1930,912,1,2,No,99500
9000,5,1958,1955,2,4,No,165500
14584,1,1952,733,1,2,No,13100
5280,4,1895,1361,1,2,No,89000
8500,4,1920,1317,1,3,No,40000
5150,4,1910,1049,1,2,No,80900
18000,3,1935,894,1,2,No,81000
9000,4,1920,864,1.5,3,No,65000
5587,8,2008,1652,3.5,2,Yes,392500
3843,8,2007,1648,3.5,2,Yes,294464
3811,7,2004,1646,3.5,2,Yes,250000
3842,8,2004,1646,3.5,2,Yes,275000
23730,7,1996,2032,4,3,No,300000
13265,8,2002,1689,3,3,Yes,271000
11050,7,1996,1820,2.5,3,Yes,213000
9880,6,1977,1118,2,3,Yes,171000
10125,6,1977,1279,2.5,3,Yes,171500
10260,5,1976,1872,3,4,No,100000
9990,4,1991,1689,3,3,Yes,228500
164660,5,1965,1786,4,3,Yes,228950
4084,7,1986,1501,3,2,Yes,241500
15498,8,1976,2898,3,2,Yes,287000
11563,8,2006,1537,3,3,No,294000
9520,8,2007,1646,3,3,Yes,293077
12852,8,2007,1780,3.5,3,Yes,264966
9802,5,2006,1442,2.5,3,No,172500
9735,5,2006,1394,2.5,3,No,167500
12018,7,2008,1612,2.5,3,No,218689
12890,6,1989,1495,2,3,Yes,150000
12416,6,1986,1651,3,3,Yes,184000
18265,6,1986,1256,2,3,Yes,180000
10200,6,1988,1509,3,3,Yes,175000
11202,8,2003,1440,3,3,Yes,232500
7915,6,1999,1675,3,3,No,195000
12244,8,2003,2262,3.5,4,Yes,305000
11449,8,2007,1728,3,3,Yes,298751
11447,8,2005,1964,3.5,3,Yes,370000
8940,7,1997,1344,4,2,No,209200
7060,7,1997,1344,4,2,No,206300
9278,5,2007,1092,1,2,No,146000
4500,6,1997,1189,3,2,No,160500
14137,4,1964,1200,2,3,No,173000
4224,5,1975,1040,1,3,No,124000
2665,5,1976,1304,1.5,3,Yes,115000
2665,5,1976,1475,2,4,Yes,129500
1974,4,1973,988,2,2,No,105000
1596,4,1973,988,2,1,Yes,94900
17979,5,1968,1160,2,3,No,152500
1477,6,1970,1092,2.5,3,No,98000
1890,4,1972,630,2,1,No,81000
21750,5,1954,988,1,2,No,113000
6490,5,1983,816,1.5,2,No,128500
6951,5,1984,923,2,3,No,119500
6600,5,1982,816,1.5,3,Yes,130500
6600,5,1982,816,2,2,No,138000
6600,5,1982,845,1,3,No,134500
12508,6,1940,1750,3,4,No,160000
12395,5,1984,889,1,3,No,137500
11075,5,1969,1968,3,4,Yes,172000
56600,5,1900,1836,2,4,No,103000
10667,6,1971,1587,2,3,Yes,167300
10628,7,1970,1277,2,2,Yes,167000
13651,7,1973,2223,3,3,Yes,244000
15865,8,1970,2217,3,4,Yes,268000
12394,7,2003,1733,2.5,3,Yes,225000
10364,6,1995,1572,2.5,3,Yes,168000
13869,6,1997,1470,2.5,3,No,177000
8773,6,1997,1600,2.5,3,Yes,169000
8872,6,1997,1384,2.5,3,Yes,161500
5330,8,2000,1652,3,2,No,251000
10147,6,1994,1694,2.5,3,Yes,160000
8637,6,1999,1714,3.5,3,Yes,180000
7875,7,1996,1553,2.5,3,No,178750
7875,7,1995,1253,2,3,Yes,176000
7500,6,1999,2299,3.5,5,Yes,204000
9556,7,1992,1187,2,3,No,160000
10784,7,1991,1472,2.5,3,Yes,160000
9125,7,1992,1482,2.5,3,Yes,163900
7655,6,1993,1642,2.5,3,Yes,168000
18160,6,1964,1128,2,3,Yes,154204
3696,8,1986,1088,1.5,2,No,170000
5062,7,1984,2090,3,3,Yes,207500
4740,8,1988,1179,3,2,No,182000
5118,8,1990,1321,2,1,Yes,212000
14157,9,2005,1922,3,3,Yes,377426
12328,8,2005,2541,4.5,4,Yes,349265
51974,9,2006,2338,3.5,4,Yes,591587
41600,5,1969,1424,2.5,3,No,155000
8035,9,2006,1612,3,2,Yes,319900
8089,8,2007,1419,3,2,Yes,392000
14082,8,2006,2234,2.5,1,Yes,441929
13870,10,2006,2042,3,3,Yes,455000
12546,6,1981,1440,2,3,Yes,182900
10960,6,1984,1284,3,3,No,174000
12090,6,1984,1868,3.5,3,Yes,178000
12090,7,1981,1479,2.5,3,Yes,176000
12299,7,1978,1664,3,3,Yes,213000
11339,7,1979,1930,3.5,4,Yes,192000
11952,7,1977,1969,2.5,3,Yes,190000
12046,6,1976,2030,2.5,4,Yes,195000
10395,6,1978,1032,2.5,3,Yes,148000
11850,6,1984,1177,2,3,No,151500
11584,7,1979,1725,2.5,3,Yes,197000
10400,6,1979,1353,3,2,Yes,192350
10793,5,1969,1620,2.5,4,No,152000
13001,6,1971,1220,2.5,2,Yes,170000
12243,5,1971,1484,2,3,Yes,175000
11700,6,1968,1743,2.5,3,Yes,175000
12384,7,1976,1935,2.5,3,Yes,197900
8991,7,1976,1324,2.5,3,Yes,174000
8000,6,1974,1877,3.5,4,Yes,178900
10500,5,1971,1109,1.5,3,No,139000
10530,6,1971,981,2.5,3,No,143250
7472,7,1972,1479,2.5,4,No,184000
9457,5,1970,1422,2,3,No,155000
7920,5,1970,914,1,3,No,133000
9758,5,1971,950,1,3,No,119500
8294,4,1971,872,1,3,No,123000
7340,4,1971,858,1,2,No,110000
17199,4,1961,914,1,2,No,128000
9000,4,1971,864,1,3,No,120500
4058,7,1998,767,2,1,No,133000
4113,6,2001,1337,2,2,Yes,155000
10943,6,1997,1337,3,2,Yes,177000
2205,6,1973,1092,1.5,3,No,113500
1890,6,1973,1218,1.5,3,No,113000
2058,6,1973,1218,1.5,4,No,113700
2016,5,1970,1302,2.5,3,No,106000
1920,5,1971,1365,2.5,2,No,122500
4928,6,1976,958,2,2,Yes,128000
2308,6,1976,1548,3.5,3,Yes,155000
2304,7,1978,1055,2,2,No,142500
7150,5,1966,988,2,3,No,129250
12469,9,2006,1816,3,3,Yes,356000
11694,9,2007,1828,2,3,Yes,314813
12030,8,2007,1694,2,3,No,318000
11825,8,2006,1694,2,3,Yes,322400
12085,8,2007,1734,3,3,Yes,318000
14333,8,2007,2122,3.5,2,Yes,345474
14450,9,2006,2121,2.5,3,Yes,415298
13641,9,2007,2656,3.5,3,Yes,492000
13440,8,2006,2550,2.5,4,Yes,338931
15431,10,2005,2046,3.5,2,Yes,450000
14154,7,2006,2172,2.5,3,Yes,280000
13891,9,2007,2552,3,3,Yes,479069
14226,8,2006,1973,2,3,Yes,395000
13693,9,2006,2643,2.5,3,Yes,380000
11428,8,2006,1634,2,3,Yes,250000
14977,8,2006,1976,3,2,Yes,440000
13654,9,2005,2758,2.5,4,Yes,418000
17169,10,2007,2290,4.5,2,Yes,500067
16659,8,2007,2152,2.5,3,Yes,260116
9591,8,2004,2473,2.5,4,Yes,317000
9709,8,2007,2100,3.5,3,Yes,319500
10562,8,2007,2161,2.5,3,Yes,325624
13615,9,2006,1802,2.5,3,Yes,372000
13069,8,2004,2956,2.5,5,Yes,342000
12099,8,2004,2468,3.5,4,Yes,354000
14277,8,2003,2385,3.5,3,Yes,350000
11999,8,2003,2374,2.5,4,Yes,285000
12568,8,2007,1818,3.5,3,Yes,281500
9926,7,2005,1614,3,3,No,245700
9254,8,2005,1721,3,3,No,232698
10732,8,2006,1828,2.5,3,No,250000
7577,6,2005,1362,2,2,Yes,194700
3901,6,2005,1302,2.5,1,Yes,204000
3903,6,2005,1302,2.5,1,Yes,200000
6289,6,2005,1362,3,2,Yes,207000
4590,8,2006,1554,2,2,Yes,209500
4590,8,2006,1554,2,2,Yes,209500
6442,8,2006,1370,2,2,Yes,202500
7841,9,2005,1577,3,2,Yes,280000
7313,9,2005,1561,3,2,Yes,277500
7820,9,2007,1869,2,2,Yes,318061
6240,8,2006,1324,2,2,Yes,221370
3242,7,2003,1405,3,2,Yes,200000
15810,6,2007,1496,3,3,No,181755
10237,6,2005,1536,2.5,3,Yes,176000
10237,6,2005,1484,2.5,3,Yes,178900
13204,7,2006,1458,2,3,No,168165
8857,6,2006,1495,2.5,3,Yes,171925
9729,6,2006,1746,3.5,3,Yes,198444
12216,6,2005,1326,3,3,No,203000
9018,7,2007,1456,2.5,3,Yes,179540
8993,7,2007,1302,2,3,No,176485
8899,7,2007,1340,2,3,No,181134
8499,6,2006,1412,2.5,3,Yes,156932
8229,6,2007,1504,2.5,3,No,166000
7713,7,2007,1456,2.5,3,No,177594
7697,7,2007,1258,2,3,No,173500
3922,7,2006,1258,2,2,Yes,172500
3922,7,2006,1402,2,2,Yes,194201
3621,8,2003,1589,3,2,Yes,226500
3710,7,2007,1266,2,2,Yes,185485
14572,7,2004,1530,3,3,Yes,259000
16219,7,2004,1119,3,2,No,188500
11084,7,2004,1374,3.5,3,Yes,175000
11796,7,2004,1959,2.5,4,Yes,215000
10936,7,2006,1525,2.5,3,Yes,206580
8244,7,2004,1720,2.5,3,Yes,183500
11950,7,2003,1394,2.5,3,Yes,165500
7875,7,2003,1948,2.5,4,Yes,211000
8063,6,2000,1690,2.5,3,Yes,181000
8740,7,2002,1995,2.5,4,Yes,219500
7917,6,1999,1647,2.5,3,Yes,175000
